train.py  --name  resnet10_32size  --dataroot  dataset  --classes  FastGan,StyleGAN_ADA  --batch_size  128  --delr_freq  30  --lr  0.0002  --niter  500
Model size: 19697.00000
cwd: /home/ashish/NPR-DeepfakeDetectionResnet18
(Val @ epoch 0) acc: 0.5; ap: 0.4866693775496892
(Val @ epoch 1) acc: 0.5; ap: 0.4747191269560626
(Val @ epoch 2) acc: 0.5; ap: 0.49042374580834647
(Val @ epoch 3) acc: 0.48; ap: 0.5114437616999494
(Val @ epoch 4) acc: 0.48; ap: 0.5773206364167602
(Val @ epoch 5) acc: 0.46; ap: 0.6511502461264301
(Val @ epoch 6) acc: 0.5; ap: 0.6761876844258334
(Val @ epoch 7) acc: 0.5466666666666666; ap: 0.6846734454576273
(Val @ epoch 8) acc: 0.5666666666666667; ap: 0.7083614087021499
(Val @ epoch 9) acc: 0.5933333333333334; ap: 0.7196897694863736
(Val @ epoch 10) acc: 0.5733333333333334; ap: 0.7448447047457782
(Val @ epoch 11) acc: 0.6466666666666666; ap: 0.7724478931329875
(Val @ epoch 12) acc: 0.6533333333333333; ap: 0.7845670342429805
(Val @ epoch 13) acc: 0.6866666666666666; ap: 0.8209737040950997
(Val @ epoch 14) acc: 0.76; ap: 0.8536434957901906
(Val @ epoch 15) acc: 0.7333333333333333; ap: 0.8683424093382526
(Val @ epoch 16) acc: 0.74; ap: 0.8810046812292657
(Val @ epoch 17) acc: 0.8066666666666666; ap: 0.9116835332523607
(Val @ epoch 18) acc: 0.8; ap: 0.9143872970828937
(Val @ epoch 19) acc: 0.8066666666666666; ap: 0.9176744685763433
(Val @ epoch 20) acc: 0.8133333333333334; ap: 0.9294731750779295
(Val @ epoch 21) acc: 0.8133333333333334; ap: 0.9347659022707868
(Val @ epoch 22) acc: 0.8266666666666667; ap: 0.9271997093229054
(Val @ epoch 23) acc: 0.8266666666666667; ap: 0.9331158727856327
(Val @ epoch 24) acc: 0.84; ap: 0.9377735373214309
(Val @ epoch 25) acc: 0.8266666666666667; ap: 0.9427738465724547
(Val @ epoch 26) acc: 0.86; ap: 0.9457224712808063
(Val @ epoch 27) acc: 0.8066666666666666; ap: 0.946325302605797
(Val @ epoch 28) acc: 0.72; ap: 0.9288756713388802
(Val @ epoch 29) acc: 0.84; ap: 0.947426811421938
2024_03_27_16_19_44 changing lr at the end of epoch 30, iters 279
*************************
Changing lr from 0.0002 to 0.00018
*************************
(Val @ epoch 30) acc: 0.82; ap: 0.9491188633159491
(Val @ epoch 31) acc: 0.88; ap: 0.9524972089982153
(Val @ epoch 32) acc: 0.7933333333333333; ap: 0.945150746466914
(Val @ epoch 33) acc: 0.8333333333333334; ap: 0.9490721003955476
(Val @ epoch 34) acc: 0.84; ap: 0.9481509548491982
(Val @ epoch 35) acc: 0.82; ap: 0.952040870445056
(Val @ epoch 36) acc: 0.84; ap: 0.9533742133333172
(Val @ epoch 37) acc: 0.82; ap: 0.9530909786845214
(Val @ epoch 38) acc: 0.82; ap: 0.9569170316731748
(Val @ epoch 39) acc: 0.8666666666666667; ap: 0.9542535697532109
(Val @ epoch 40) acc: 0.8666666666666667; ap: 0.9579869250333335
(Val @ epoch 41) acc: 0.88; ap: 0.9601139782359727
(Val @ epoch 42) acc: 0.8733333333333333; ap: 0.9647114647357002
(Val @ epoch 43) acc: 0.8866666666666667; ap: 0.9648251385462241
2024_03_27_16_20_12 Train loss: 0.3966277539730072 at step: 400 lr 0.00018
(Val @ epoch 44) acc: 0.8333333333333334; ap: 0.9587723544537236
(Val @ epoch 45) acc: 0.8933333333333333; ap: 0.9659998626331961
(Val @ epoch 46) acc: 0.8866666666666667; ap: 0.9681920828092246
(Val @ epoch 47) acc: 0.9; ap: 0.9698225627074057
(Val @ epoch 48) acc: 0.9; ap: 0.972359104872347
(Val @ epoch 49) acc: 0.8733333333333333; ap: 0.9705165753321233
(Val @ epoch 50) acc: 0.86; ap: 0.97190089560069
(Val @ epoch 51) acc: 0.88; ap: 0.9710285009515746
(Val @ epoch 52) acc: 0.9066666666666666; ap: 0.9720857199520395
(Val @ epoch 53) acc: 0.8933333333333333; ap: 0.9723989218474465
(Val @ epoch 54) acc: 0.8866666666666667; ap: 0.9738190195315503
(Val @ epoch 55) acc: 0.8333333333333334; ap: 0.9742693911636202
(Val @ epoch 56) acc: 0.92; ap: 0.9774735394731718
(Val @ epoch 57) acc: 0.9066666666666666; ap: 0.9766853172463175
(Val @ epoch 58) acc: 0.9066666666666666; ap: 0.9799538235862084
(Val @ epoch 59) acc: 0.9266666666666666; ap: 0.9825553643474984
2024_03_27_16_20_45 changing lr at the end of epoch 60, iters 549
*************************
Changing lr from 0.00018 to 0.000162
*************************
(Val @ epoch 60) acc: 0.9333333333333333; ap: 0.9827546860183248
(Val @ epoch 61) acc: 0.8933333333333333; ap: 0.9820324330170568
(Val @ epoch 62) acc: 0.9266666666666666; ap: 0.9810269446243743
(Val @ epoch 63) acc: 0.9; ap: 0.9822348393174152
(Val @ epoch 64) acc: 0.92; ap: 0.9836830281954014
(Val @ epoch 65) acc: 0.9066666666666666; ap: 0.9851078585884935
(Val @ epoch 66) acc: 0.9266666666666666; ap: 0.9864042258688579
(Val @ epoch 67) acc: 0.86; ap: 0.9856939737822069
(Val @ epoch 68) acc: 0.92; ap: 0.9843621231750026
(Val @ epoch 69) acc: 0.9333333333333333; ap: 0.9871126033411898
(Val @ epoch 70) acc: 0.9266666666666666; ap: 0.9872220375807961
(Val @ epoch 71) acc: 0.9466666666666667; ap: 0.987386051714127
(Val @ epoch 72) acc: 0.9533333333333334; ap: 0.9894792476527849
(Val @ epoch 73) acc: 0.9466666666666667; ap: 0.9898984362875691
(Val @ epoch 74) acc: 0.92; ap: 0.9897131660079006
(Val @ epoch 75) acc: 0.8466666666666667; ap: 0.9885423332931875
(Val @ epoch 76) acc: 0.9066666666666666; ap: 0.9875061257776833
(Val @ epoch 77) acc: 0.9466666666666667; ap: 0.9916428074714208
(Val @ epoch 78) acc: 0.94; ap: 0.9880662706743184
(Val @ epoch 79) acc: 0.9133333333333333; ap: 0.9909536868045562
(Val @ epoch 80) acc: 0.9266666666666666; ap: 0.9924512912821526
(Val @ epoch 81) acc: 0.9133333333333333; ap: 0.9906667107964962
